jour;n_dose1_h;n_complet_h;n_rappel_h;Progression journaliere;Cumul_dose1
2021-12-31;1050;727;1337;926.0;51403321
2021-12-31;675;700;14039;-375.0;51403996
2022-01-01;3;6;49;-672.0;51403999
2022-01-01;0;1;1;-3.0;51403999
2022-01-01;60;7;0;60.0;51404059
2022-01-01;14;23;119;-46.0;51404073
2022-01-01;9;5;79;-5.0;51404082
2022-01-01;49;13;2;40.0;51404131
2022-01-01;859;993;4958;810.0;51404990
2022-01-01;192;274;1149;-667.0;51405182
2022-01-01;89;67;147;-103.0;51405271
2022-01-01;91;172;729;2.0;51405362
2022-01-01;10;18;90;-81.0;51405372
2022-01-01;26;23;237;16.0;51405398
2022-01-01;99;138;482;73.0;51405497
2022-01-01;138;157;1077;39.0;51405635
2022-01-01;79;89;797;-59.0;51405714
2022-01-02;310;370;5345;231.0;51406024
2022-01-02;389;49;0;79.0;51406413
2022-01-02;357;425;7692;-32.0;51406770
2022-01-02;39;35;700;-318.0;51406809
2022-01-02;3095;2632;33455;3056.0;51409904
2022-01-02;427;384;813;-2668.0;51410331
2022-01-02;64;75;1379;-363.0;51410395
2022-01-02;282;336;3341;218.0;51410677
2022-01-02;407;37;1;125.0;51411084
2022-01-02;35;34;470;-372.0;51411119
2022-01-02;0;3;0;-35.0;51411119
2022-01-02;23;27;183;23.0;51411142
2022-01-02;228;250;5788;205.0;51411370
2022-01-02;511;576;7461;283.0;51411881
2022-01-02;23;31;282;-488.0;51411904
2022-01-03;337;431;8744;314.0;51412241
2022-01-03;192;242;3469;-145.0;51412433
2022-01-03;14;14;13;-178.0;51412447
2022-01-03;1983;1727;2900;1969.0;51414430
2022-01-03;2989;3359;60030;1006.0;51417419
2022-01-03;2123;2245;54855;-866.0;51419542
2022-01-03;2969;2854;32041;846.0;51422511
2022-01-03;231;276;4141;-2738.0;51422742
2022-01-03;658;736;19902;427.0;51423400
2022-01-03;837;98;8;179.0;51424237
2022-01-03;887;110;21;50.0;51425124
2022-01-03;2457;2431;22982;1570.0;51427581
2022-01-03;466;511;13242;-1991.0;51428047
2022-01-03;4391;4368;53315;3925.0;51432438
2022-01-03;20534;19402;275663;16143.0;51452972
2022-01-04;309;313;5532;-20225.0;51453281
2022-01-04;4362;4605;64004;4053.0;51457643
2022-01-04;2339;2376;26320;-2023.0;51459982
2022-01-04;2345;1891;3349;6.0;51462327
2022-01-04;609;649;20303;-1736.0;51462936
2022-01-04;363;420;6840;-246.0;51463299
2022-01-04;8;5;7;-355.0;51463307
2022-01-04;490;524;13729;482.0;51463797
2022-01-04;870;878;30121;380.0;51464667
2022-01-04;834;86;4;-36.0;51465501
2022-01-04;21926;20879;350243;21092.0;51487427
2022-01-04;2764;2995;35726;-19162.0;51490191
2022-01-04;815;129;21;-1949.0;51491006
2022-01-04;2463;2492;71838;1648.0;51493469
2022-01-04;3355;3516;72449;892.0;51496824
2022-01-05;2925;3076;63841;-430.0;51499749
2022-01-05;541;531;14903;-2384.0;51500290
2022-01-05;2062;2313;25650;1521.0;51502352
2022-01-05;31211;22189;304193;29149.0;51533563
2022-01-05;4984;4077;4862;-26227.0;51538547
2022-01-05;5049;481;4;65.0;51543596
2022-01-05;5109;636;17;60.0;51548705
2022-01-05;3933;4019;55933;-1176.0;51552638
2022-01-05;236;236;4163;-3697.0;51552874
2022-01-05;2721;3054;36091;2485.0;51555595
2022-01-05;392;413;10120;-2329.0;51555987
2022-01-05;737;711;22956;345.0;51556724
2022-01-05;2197;2235;60166;1460.0;51558921
2022-01-05;11;7;4;-2186.0;51558932
2022-01-05;314;400;5483;303.0;51559246
2022-01-06;2331;1915;3760;2017.0;51561577
2022-01-06;22797;20248;345559;20466.0;51584374
2022-01-06;4420;4361;64677;-18377.0;51588794
2022-01-06;5;7;8;-4415.0;51588799
2022-01-06;2769;2937;37872;2764.0;51591568
2022-01-06;2636;2409;69001;-133.0;51594204
2022-01-06;476;422;6962;-2160.0;51594680
2022-01-06;921;838;27879;445.0;51595601
2022-01-06;668;625;18589;-253.0;51596269
2022-01-06;2242;2364;27434;1574.0;51598511
2022-01-06;3457;3294;71291;1215.0;51601968
2022-01-06;527;490;12872;-2930.0;51602495
2022-01-06;999;131;2;472.0;51603494
2022-01-06;307;285;5203;-692.0;51603801
2022-01-06;1039;170;9;732.0;51604840
2022-01-07;3;8;4;-1036.0;51604843
2022-01-07;437;494;6448;434.0;51605280
2022-01-07;3778;3711;83968;3341.0;51609058
2022-01-07;3249;3524;43555;-529.0;51612307
2022-01-07;474;461;11671;-2775.0;51612781
2022-01-07;673;657;17154;199.0;51613454
2022-01-07;26372;23804;384201;25699.0;51639826
2022-01-07;240;320;4708;-26132.0;51640066
2022-01-07;2855;2788;80455;2615.0;51642921
2022-01-07;2534;2529;30174;-321.0;51645455
2022-01-07;928;918;26476;-1606.0;51646383
2022-01-07;3442;2903;5876;2514.0;51649825
2022-01-07;1340;180;9;-2102.0;51651165
2022-01-07;1370;216;22;30.0;51652535
2022-01-07;5049;5095;73681;3679.0;51657584
2022-01-08;23419;18256;237022;18370.0;51681003
2022-01-08;435;480;11722;-22984.0;51681438
2022-01-08;3857;3392;6833;3422.0;51685295
2022-01-08;188;218;2508;-3669.0;51685483
2022-01-08;148;130;1960;-40.0;51685631
2022-01-08;248;254;4180;100.0;51685879
2022-01-08;293;351;6457;45.0;51686172
2022-01-08;3543;499;0;3250.0;51689715
2022-01-08;2281;2639;38980;-1262.0;51691996
2022-01-08;1678;1863;20919;-603.0;51693674
2022-01-08;9;8;2;-1669.0;51693683
2022-01-08;1659;1818;46946;1650.0;51695342
2022-01-08;2287;2641;51984;628.0;51697629
2022-01-08;3019;3368;44521;732.0;51700648
2022-01-08;3774;595;10;755.0;51704422
2022-01-09;1601;319;5;-2173.0;51706023
2022-01-09;756;831;15985;-845.0;51706779
2022-01-09;1112;809;1845;356.0;51707891
2022-01-09;43;44;547;-1069.0;51707934
2022-01-09;60;76;987;17.0;51707994
2022-01-09;79;95;1528;19.0;51708073
2022-01-09;1000;1173;15798;921.0;51709073
2022-01-09;761;950;13625;-239.0;51709834
2022-01-09;1473;285;1;712.0;51711307
2022-01-09;479;490;11997;-994.0;51711786
2022-01-09;133;129;2801;-346.0;51711919
2022-01-09;8115;5969;73819;7982.0;51720034
2022-01-09;26;27;447;-8089.0;51720060
2022-01-09;0;1;1;-26.0;51720060
2022-01-09;592;740;8252;592.0;51720652
2022-01-10;2566;3600;35058;1974.0;51723218
2022-01-10;7;27;11;-2559.0;51723225
2022-01-10;18484;22945;259625;18477.0;51741709
2022-01-10;462;569;10989;-18022.0;51742171
2022-01-10;2630;3741;52932;2168.0;51744801
2022-01-10;1851;2517;47662;-779.0;51746652
2022-01-10;953;255;9;-898.0;51747605
2022-01-10;269;316;3731;-684.0;51747874
2022-01-10;2051;2889;25376;1782.0;51749925
2022-01-10;350;457;7426;-1701.0;51750275
2022-01-10;680;792;17771;330.0;51750955
2022-01-10;183;266;3120;-497.0;51751138
2022-01-10;3573;5259;52339;3390.0;51754711
2022-01-10;1982;1991;3189;-1591.0;51756693
2022-01-10;927;266;12;-1055.0;51757620
2022-01-11;3008;3375;58842;2081.0;51760628
2022-01-11;247;293;4466;-2761.0;51760875
2022-01-11;5;13;12;-242.0;51760880
2022-01-11;21510;21763;297608;21505.0;51782390
2022-01-11;634;684;15250;-20876.0;51783024
2022-01-11;981;206;7;347.0;51784005
2022-01-11;2340;1906;3735;1359.0;51786345
2022-01-11;2975;3451;37075;635.0;51789320
2022-01-11;2290;2532;56999;-685.0;51791610
2022-01-11;427;429;5773;-1863.0;51792037
2022-01-11;1012;187;4;585.0;51793049
2022-01-11;844;831;22754;-168.0;51793893
2022-01-11;476;515;10307;-368.0;51794369
2022-01-11;2215;2665;26664;1739.0;51796584
2022-01-11;4056;4676;55720;1841.0;51800640
2022-01-12;4745;4431;5316;689.0;51805385
2022-01-12;483;554;10281;-4262.0;51805868
2022-01-12;347;398;7184;-136.0;51806215
2022-01-12;5771;1355;3;5424.0;51811986
2022-01-12;3215;4220;44834;-2556.0;51815201
2022-01-12;7;8;1;-3208.0;51815208
2022-01-12;2397;3307;48009;2390.0;51817605
2022-01-12;1905;2542;23300;-492.0;51819510
2022-01-12;668;732;16152;-1237.0;51820178
2022-01-12;1900;2302;43366;1232.0;51822078
2022-01-12;298;343;4095;-1602.0;51822376
2022-01-12;2679;3454;33714;2381.0;51825055
2022-01-12;30785;25422;239481;28106.0;51855840
2022-01-12;6176;1551;17;-24609.0;51862016
2022-01-12;194;225;3209;-5982.0;51862210
2022-01-13;2537;3233;51901;2343.0;51864747
2022-01-13;1116;290;3;-1421.0;51865863
2022-01-13;1938;2407;23839;822.0;51867801
2022-01-13;1935;2388;49199;-3.0;51869736
2022-01-13;537;599;12342;-1398.0;51870273
2022-01-13;2659;3452;34859;2122.0;51872932
2022-01-13;413;450;5223;-2246.0;51873345
2022-01-13;245;241;3812;-168.0;51873590
2022-01-13;3506;4410;50090;3261.0;51877096
2022-01-13;5;11;2;-3501.0;51877101
2022-01-13;434;450;8531;429.0;51877535
2022-01-13;742;785;18808;308.0;51878277
2022-01-13;19565;21148;262538;18823.0;51897842
2022-01-13;2365;2063;3909;-17200.0;51900207
2022-01-13;1133;369;20;-1232.0;51901340
2022-01-14;266;249;3552;-867.0;51901606
2022-01-14;362;364;4938;96.0;51901968
2022-01-14;2225;2518;59787;1863.0;51904193
2022-01-14;4;9;5;-2221.0;51904197
2022-01-14;2935;3586;42803;2931.0;51907132
2022-01-14;2116;2583;28021;-819.0;51909248
2022-01-14;21620;22505;307520;19504.0;51930868
2022-01-14;383;389;7946;-21237.0;51931251
2022-01-14;1353;356;10;970.0;51932604
2022-01-14;2741;3447;64234;1388.0;51935345
2022-01-14;1297;300;2;-1444.0;51936642
2022-01-14;3782;4665;60132;2485.0;51940424
2022-01-14;550;568;11697;-3232.0;51940974
2022-01-14;2934;2683;5668;2384.0;51943908
2022-01-14;672;788;18725;-2262.0;51944580
2022-01-15;3676;824;2;3004.0;51948256
2022-01-15;1407;1733;19414;-2269.0;51949663
2022-01-15;2315;2886;36539;908.0;51951978
2022-01-15;228;249;4185;-2087.0;51952206
2022-01-15;100;105;1369;-128.0;51952306
2022-01-15;161;191;2828;61.0;51952467
2022-01-15;171;154;1769;10.0;51952638
2022-01-15;3;5;5;-168.0;51952641
2022-01-15;2056;2607;37849;2053.0;51954697
2022-01-15;1185;1457;34136;-871.0;51955882
2022-01-15;3981;958;14;2796.0;51959863
2022-01-15;339;406;8021;-3642.0;51960202
2022-01-15;20326;16545;192240;19987.0;51980528
2022-01-15;3048;2822;6511;-17278.0;51983576
2022-01-15;1656;2148;39598;-1392.0;51985232
2022-01-16;716;863;10453;-940.0;51985948
2022-01-16;80;97;1780;-636.0;51986028
2022-01-16;61;50;928;-19.0;51986089
2022-01-16;36;48;373;-25.0;51986125
2022-01-16;745;579;1454;709.0;51986870
2022-01-16;444;580;10154;-301.0;51987314
2022-01-16;421;529;6268;-23.0;51987735
2022-01-16;38;35;597;-383.0;51987773
2022-01-16;5963;4693;50766;5925.0;51993736
2022-01-16;18;36;276;-5945.0;51993754
2022-01-16;4;2;0;-14.0;51993758
2022-01-16;1289;360;6;1285.0;51995047
2022-01-16;644;834;10805;-645.0;51995691
2022-01-16;282;366;7670;-362.0;51995973
2022-01-16;1185;314;2;903.0;51997158
2022-01-17;284;369;7047;-901.0;51997442
2022-01-17;582;283;0;298.0;51998024
2022-01-17;2106;2396;27771;1524.0;52000130
2022-01-17;2410;3086;35489;304.0;52002540
2022-01-17;1532;1388;2772;-878.0;52004072
2022-01-17;639;311;16;-893.0;52004711
2022-01-17;209;283;4875;-430.0;52004920
2022-01-17;1577;2208;35285;1368.0;52006497
2022-01-17;377;536;10848;-1200.0;52006874
2022-01-17;188;229;2563;-189.0;52007062
2022-01-17;12710;14683;178688;12522.0;52019772
2022-01-17;1186;1636;30914;-11524.0;52020958
2022-01-17;1511;1789;19065;325.0;52022469
2022-01-17;1;10;8;-1510.0;52022470
2022-01-17;108;159;2035;107.0;52022578
2022-01-18;560;652;13763;452.0;52023138
2022-01-18;294;337;3990;-266.0;52023432
2022-01-18;2668;3402;37106;2374.0;52026100
2022-01-18;14618;16650;196376;11950.0;52040718
2022-01-18;1625;1584;2865;-12993.0;52042343
2022-01-18;2253;2655;26429;628.0;52044596
2022-01-18;657;327;8;-1596.0;52045253
2022-01-18;610;318;4;-47.0;52045863
2022-01-18;168;216;3115;-442.0;52046031
2022-01-18;1;3;2;-167.0;52046032
2022-01-18;1675;1914;18513;1674.0;52047707
2022-01-18;1440;1913;36019;-235.0;52049147
2022-01-18;413;461;9558;-1027.0;52049560
2022-01-18;1930;2508;38394;1517.0;52051490
2022-01-18;324;360;6610;-1606.0;52051814
2022-01-19;4;7;2;-320.0;52051818
2022-01-19;1092;1660;25747;1088.0;52052910
2022-01-19;22006;20674;150079;20914.0;52074916
2022-01-19;1331;1812;15310;-20675.0;52076247
2022-01-19;4505;2194;13;3174.0;52080752
2022-01-19;1994;2493;23127;-2511.0;52082746
2022-01-19;213;267;2796;-1781.0;52082959
2022-01-19;191;279;4322;-22.0;52083150
2022-01-19;384;521;9192;193.0;52083534
2022-01-19;3322;3471;4068;2938.0;52086856
2022-01-19;298;371;6163;-3024.0;52087154
2022-01-19;1412;2193;29038;1114.0;52088566
2022-01-19;5155;2261;21;3743.0;52093721
2022-01-19;1981;2962;28204;-3174.0;52095702
2022-01-19;124;183;2076;-1857.0;52095826
2022-01-20;452;571;10900;328.0;52096278
2022-01-20;513;325;3;61.0;52096791
2022-01-20;12177;15191;161195;11664.0;52108968
2022-01-20;332;457;7533;-11845.0;52109300
2022-01-20;1514;2278;31459;1182.0;52110814
2022-01-20;2278;3101;30926;764.0;52113092
2022-01-20;1286;1684;14817;-992.0;52114378
2022-01-20;147;218;2507;-1139.0;52114525
2022-01-20;278;348;5439;131.0;52114803
2022-01-20;1461;1465;2870;1183.0;52116264
2022-01-20;1233;1712;28880;-228.0;52117497
2022-01-20;4;7;8;-1229.0;52117501
2022-01-20;258;328;3633;254.0;52117759
2022-01-20;1856;2305;22210;1598.0;52119615
2022-01-20;565;392;10;-1291.0;52120180
2022-01-21;2163;2625;28954;1598.0;52122343
2022-01-21;783;459;5;-1380.0;52123126
2022-01-21;479;567;10830;-304.0;52123605
2022-01-21;14644;17248;199548;14165.0;52138249
2022-01-21;2129;2275;5979;-12515.0;52140378
2022-01-21;1735;2505;40753;-394.0;52142113
2022-01-21;290;290;3351;-1445.0;52142403
2022-01-21;275;316;5094;-15.0;52142678
2022-01-21;294;369;7214;19.0;52142972
2022-01-21;10;4;4;-284.0;52142982
2022-01-21;1487;1800;18936;1477.0;52144469
2022-01-21;1407;1925;36394;-80.0;52145876
2022-01-21;144;199;2509;-1263.0;52146020
2022-01-21;883;505;17;739.0;52146903
2022-01-21;2565;3409;39508;1682.0;52149468
2022-01-22;68;62;815;-2497.0;52149536
2022-01-22;122;172;2472;54.0;52149658
2022-01-22;1103;1660;24508;981.0;52150761
2022-01-22;2648;1200;5;1545.0;52153409
2022-01-22;2957;1251;17;309.0;52156366
2022-01-22;4;9;3;-2953.0;52156370
2022-01-22;1013;1341;13131;1009.0;52157383
2022-01-22;1580;2155;25736;567.0;52158963
2022-01-22;2233;2506;7142;653.0;52161196
2022-01-22;218;262;4505;-2015.0;52161414
2022-01-22;1519;2285;23226;1301.0;52162933
2022-01-22;89;101;1252;-1430.0;52163022
2022-01-22;99;121;1696;10.0;52163121
2022-01-22;808;1255;19989;709.0;52163929
2022-01-22;14461;14380;124497;13653.0;52178390
2022-01-23;3484;3971;28285;-10977.0;52181874
2022-01-23;1;2;1;-3483.0;52181875
2022-01-23;710;506;6;709.0;52182585
2022-01-23;393;612;5887;-317.0;52182978
2022-01-23;23;33;317;-370.0;52183001
2022-01-23;50;65;912;27.0;52183051
2022-01-23;430;570;5929;380.0;52183481
2022-01-23;275;445;5323;-155.0;52183756
2022-01-23;162;274;3776;-113.0;52183918
2022-01-23;22;45;521;-140.0;52183940
2022-01-23;12;18;164;-10.0;52183952
2022-01-23;267;394;3469;255.0;52184219
2022-01-23;468;506;1739;201.0;52184687
2022-01-23;21;32;241;-447.0;52184708
2022-01-23;650;469;0;629.0;52185358
2022-01-24;1105;1906;22744;455.0;52186463
2022-01-24;183;335;4327;-922.0;52186646
2022-01-24;119;177;1797;-64.0;52186765
2022-01-24;289;396;5;170.0;52187054
2022-01-24;2;6;6;-287.0;52187056
2022-01-24;123;263;2985;121.0;52187179
2022-01-24;800;1441;18697;677.0;52187979
2022-01-24;256;500;6335;-544.0;52188235
2022-01-24;1620;2740;24205;1364.0;52189855
2022-01-24;1527;2200;18555;-93.0;52191382
2022-01-24;8496;13360;120392;6969.0;52199878
2022-01-24;78;136;1504;-8418.0;52199956
2022-01-24;1024;1222;6089;946.0;52200980
2022-01-24;1053;1631;13125;29.0;52202033
2022-01-24;317;407;18;-736.0;52202350
2022-01-25;327;426;22;10.0;52202677
2022-01-25;117;228;1999;-210.0;52202794
2022-01-25;5;8;4;-112.0;52202799
2022-01-25;1130;1689;12471;1125.0;52203929
2022-01-25;1076;1648;22502;-54.0;52205005
2022-01-25;1284;2171;24898;208.0;52206289
2022-01-25;276;463;5903;-1008.0;52206565
2022-01-25;334;445;7;58.0;52206899
2022-01-25;336;591;8212;2.0;52207235
2022-01-25;1615;2196;17849;1279.0;52208850
2022-01-25;1843;2941;25022;228.0;52210693
2022-01-25;9859;14958;132162;8016.0;52220552
2022-01-25;1147;1526;6384;-8712.0;52221699
2022-01-25;194;341;4155;-953.0;52221893
2022-01-25;175;285;2734;-19.0;52222068
2022-01-26;771;1340;16399;596.0;52222839
2022-01-26;994;1850;19701;223.0;52223833
2022-01-26;2977;3543;54;1983.0;52226810
2022-01-26;14253;21140;111248;11276.0;52241063
2022-01-26;2297;3297;14018;-11956.0;52243360
2022-01-26;279;484;5734;-2018.0;52243639
2022-01-26;4;9;3;-275.0;52243643
2022-01-26;87;161;1395;83.0;52243730
2022-01-26;142;264;2740;55.0;52243872
2022-01-26;898;1479;10232;756.0;52244770
2022-01-26;2575;3516;5;1677.0;52247345
2022-01-26;138;243;1845;-2437.0;52247483
2022-01-26;1404;2546;19603;1266.0;52248887
2022-01-26;197;352;3806;-1207.0;52249084
2022-01-26;1490;2056;15713;1293.0;52250574
2022-01-27;1326;1936;15280;-164.0;52251900
2022-01-27;155;310;3197;-1171.0;52252055
2022-01-27;8382;13577;110606;8227.0;52260437
2022-01-27;1036;1969;21044;-7346.0;52261473
2022-01-27;1448;2497;21386;412.0;52262921
2022-01-27;323;511;2;-1125.0;52263244
2022-01-27;226;386;4502;-97.0;52263470
2022-01-27;841;1531;18338;615.0;52264311
2022-01-27;1;2;3;-840.0;52264312
2022-01-27;383;507;25;382.0;52264695
2022-01-27;114;168;1471;-269.0;52264809
2022-01-27;907;1429;10463;793.0;52265716
2022-01-27;283;557;6333;-624.0;52265999
2022-01-27;1157;1532;6346;874.0;52267156
2022-01-27;182;242;2216;-975.0;52267338
2022-01-28;164;352;2305;-18.0;52267502
2022-01-28;127;229;1775;-37.0;52267629
2022-01-28;1995;4544;31828;1868.0;52269624
2022-01-28;1048;2558;26548;-947.0;52270672
2022-01-28;206;429;3483;-842.0;52270878
2022-01-28;1734;2938;11498;1528.0;52272612
2022-01-28;413;982;2;-1321.0;52273025
2022-01-28;1222;2569;14893;809.0;52274247
2022-01-28;11158;23663;158680;9936.0;52285405
2022-01-28;353;756;7662;-10805.0;52285758
2022-01-28;506;969;27;153.0;52286264
2022-01-28;243;527;5080;-263.0;52286507
2022-01-28;1397;3363;31276;1154.0;52287904
2022-01-28;4;5;3;-1393.0;52287908
2022-01-28;1746;3442;22300;1742.0;52289654
2022-01-29;1661;3053;16136;-85.0;52291315
2022-01-29;142;327;3114;-1519.0;52291457
2022-01-29;1679;2377;50;1537.0;52293136
2022-01-29;51;97;588;-1628.0;52293187
2022-01-29;97;188;1786;46.0;52293284
2022-01-29;1527;2345;7;1430.0;52294811
2022-01-29;1070;2085;19494;-457.0;52295881
2022-01-29;747;1678;18915;-323.0;52296628
2022-01-29;2;6;2;-745.0;52296630
2022-01-29;554;1247;14429;552.0;52297184
2022-01-29;1108;2229;18614;554.0;52298292
2022-01-29;9487;17451;105454;8379.0;52307779
2022-01-29;70;151;1167;-9417.0;52307849
2022-01-29;72;141;813;2.0;52307921
2022-01-29;707;1527;10339;635.0;52308628
2022-01-30;185;428;2540;-522.0;52308813
2022-01-30;23;38;318;-162.0;52308836
2022-01-30;125;287;2669;102.0;52308961
2022-01-30;354;619;3462;229.0;52309315
2022-01-30;7;24;119;-347.0;52309322
2022-01-30;2303;4792;23078;2296.0;52311625
2022-01-30;181;387;4114;-2122.0;52311806
2022-01-30;19;35;237;-162.0;52311825
2022-01-30;286;604;4630;267.0;52312111
2022-01-30;11;28;166;-275.0;52312122
2022-01-30;396;876;10;385.0;52312518
2022-01-30;376;836;4;-20.0;52312894
2022-01-30;38;79;571;-338.0;52312932
2022-01-30;300;547;4236;262.0;52313232
2022-01-30;2;4;2;-298.0;52313234
2022-01-31;108;249;1796;106.0;52313342
2022-01-31;139;316;2635;31.0;52313481
2022-01-31;162;513;10;23.0;52313643
2022-01-31;756;1429;4095;594.0;52314399
2022-01-31;519;1396;12139;-237.0;52314918
2022-01-31;160;527;1;-359.0;52315078
2022-01-31;1097;2707;18181;937.0;52316175
2022-01-31;5816;13898;83624;4719.0;52321991
2022-01-31;748;1886;16075;-5068.0;52322739
2022-01-31;73;183;1058;-675.0;52322812
2022-01-31;744;1792;9595;671.0;52323556
2022-01-31;1065;2313;13225;321.0;52324621
2022-01-31;0;4;2;-1065.0;52324621
2022-01-31;178;451;3899;178.0;52324799
2022-01-31;67;132;913;-111.0;52324866
2022-02-01;1356;2781;20068;1289.0;52326222
2022-02-01;6955;14222;96635;5599.0;52333177
2022-02-01;119;319;2603;-6836.0;52333296
2022-02-01;129;251;1647;10.0;52333425
2022-02-01;190;494;3;61.0;52333615
2022-02-01;668;1513;15124;478.0;52334283
2022-02-01;238;563;5275;-430.0;52334521
2022-02-01;4;7;3;-234.0;52334525
2022-02-01;1246;2228;13976;1242.0;52335771
2022-02-01;834;1334;4062;-412.0;52336605
2022-02-01;793;1697;10124;-41.0;52337398
2022-02-01;168;403;3732;-625.0;52337566
2022-02-01;914;1984;18793;746.0;52338480
2022-02-01;212;479;18;-702.0;52338692
2022-02-01;84;169;1207;-128.0;52338776
2022-02-02;10629;23764;95332;10545.0;52349405
2022-02-02;1194;2386;14704;-9435.0;52350599
2022-02-02;838;1800;10268;-356.0;52351437
2022-02-02;91;245;1298;-747.0;52351528
2022-02-02;209;484;4343;118.0;52351737
2022-02-02;816;1860;17223;607.0;52352553
2022-02-02;6;11;5;-810.0;52352559
2022-02-02;70;179;948;64.0;52352629
2022-02-02;1933;4440;37;1863.0;52354562
2022-02-02;115;264;2008;-1818.0;52354677
2022-02-02;152;378;2846;37.0;52354829
2022-02-02;601;1428;12993;449.0;52355430
2022-02-02;1635;3336;9659;1034.0;52357065
2022-02-02;1296;2636;18991;-339.0;52358361
2022-02-02;1673;4317;9;377.0;52360034
2022-02-03;138;325;2127;-1535.0;52360172
2022-02-03;167;514;15;29.0;52360339
2022-02-03;208;528;4486;41.0;52360547
2022-02-03;597;1412;13518;389.0;52361144
2022-02-03;738;1452;8924;141.0;52361882
2022-02-03;741;1284;3902;3.0;52362623
2022-02-03;1022;1992;12910;281.0;52363645
2022-02-03;1;4;7;-1021.0;52363646
2022-02-03;131;505;4;130.0;52363777
2022-02-03;68;176;1065;-63.0;52363845
2022-02-03;139;394;3033;71.0;52363984
2022-02-03;108;247;1459;-31.0;52364092
2022-02-03;814;1760;16792;706.0;52364906
2022-02-03;1267;2428;18764;453.0;52366173
2022-02-03;6139;13021;87006;4872.0;52372312
2022-02-04;1182;2359;8432;-4957.0;52373494
2022-02-04;245;876;4;-937.0;52373739
2022-02-04;125;352;2656;-120.0;52373864
2022-02-04;7555;19442;133763;7430.0;52381419
2022-02-04;80;226;1199;-7475.0;52381499
2022-02-04;705;2080;20699;625.0;52382204
2022-02-04;294;836;28;-411.0;52382498
2022-02-04;3;4;5;-291.0;52382501
2022-02-04;1333;3680;29075;1330.0;52383834
2022-02-04;984;2656;26841;-349.0;52384818
2022-02-04;158;463;3775;-826.0;52384976
2022-02-04;1223;2818;19809;1065.0;52386199
2022-02-04;145;358;1699;-1078.0;52386344
2022-02-04;834;2062;13771;689.0;52387178
2022-02-04;244;672;5770;-590.0;52387422
2022-02-05;951;2483;23;707.0;52388373
2022-02-05;599;1588;16181;-352.0;52388972
2022-02-05;80;206;1302;-519.0;52389052
2022-02-05;35;102;446;-45.0;52389087
2022-02-05;838;2457;5;803.0;52389925
2022-02-05;891;1991;17044;53.0;52390816
2022-02-05;127;321;2471;-764.0;52390943
2022-02-05;4;4;1;-123.0;52390947
2022-02-05;834;2156;17284;830.0;52391781
2022-02-05;573;1378;9731;-261.0;52392354
2022-02-05;60;156;855;-513.0;52392414
2022-02-05;6558;16689;88876;6498.0;52398972
2022-02-05;51;108;567;-6507.0;52399023
2022-02-05;400;1190;11602;349.0;52399423
2022-02-05;1115;2549;11364;715.0;52400538
2022-02-06;212;451;3402;-903.0;52400750
2022-02-06;23;35;228;-189.0;52400773
2022-02-06;8;31;104;-15.0;52400781
2022-02-06;2;2;1;-6.0;52400783
2022-02-06;130;351;3118;128.0;52400913
2022-02-06;136;278;2248;6.0;52401049
2022-02-06;190;450;1956;54.0;52401239
2022-02-06;15;58;398;-175.0;52401254
2022-02-06;10;36;129;-5.0;52401264
2022-02-06;69;219;1831;59.0;52401333
2022-02-06;1408;3840;17513;1339.0;52402741
2022-02-06;8;14;80;-1400.0;52402749
2022-02-06;186;688;2;178.0;52402935
2022-02-06;218;550;4010;32.0;52403153
2022-02-06;201;677;6;-17.0;52403354
2022-02-07;144;414;3376;-57.0;52403498
2022-02-07;80;226;1463;-64.0;52403578
2022-02-07;74;188;801;-6.0;52403652
2022-02-07;861;2641;20344;787.0;52404513
2022-02-07;110;331;2159;-751.0;52404623
2022-02-07;218;444;2;108.0;52404841
2022-02-07;841;2036;15742;623.0;52405682
2022-02-07;36;121;650;-805.0;52405718
2022-02-07;592;1803;16386;556.0;52406310
2022-02-07;407;1239;11140;-185.0;52406717
2022-02-07;760;1476;6834;353.0;52407477
2022-02-07;4952;12864;89846;4192.0;52412429
2022-02-07;2;3;4;-4950.0;52412431
2022-02-07;262;503;33;260.0;52412693
2022-02-07;565;1439;10912;303.0;52413258
2022-02-08;636;1173;5633;71.0;52413894
2022-02-08;4971;10857;92794;4335.0;52418865
2022-02-08;144;486;4449;-4827.0;52419009
2022-02-08;61;157;931;-83.0;52419070
2022-02-08;952;2103;20066;891.0;52420022
2022-02-08;459;1212;13847;-493.0;52420481
2022-02-08;535;1091;10241;76.0;52421016
2022-02-08;864;1468;14488;329.0;52421880
2022-02-08;89;251;1175;-775.0;52421969
2022-02-08;162;372;1;73.0;52422131
2022-02-08;99;291;2066;-63.0;52422230
2022-02-08;3;1;3;-96.0;52422233
2022-02-08;122;350;2983;119.0;52422355
2022-02-08;238;386;14;116.0;52422593
2022-02-08;607;1516;16897;369.0;52423200
2022-02-09;858;1881;19714;251.0;52424058
2022-02-09;7384;18155;96874;6526.0;52431442
2022-02-09;945;1670;16258;-6439.0;52432387
2022-02-09;2;3;4;-943.0;52432389
2022-02-09;1190;2611;9028;1188.0;52433579
2022-02-09;129;402;4222;-1061.0;52433708
2022-02-09;638;1145;10937;509.0;52434346
2022-02-09;51;156;764;-587.0;52434397
2022-02-09;388;1055;13846;337.0;52434785
